SMILES,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
[H]OC([H])([H])C1(C([H])([H])[H])C(=O)OC1([H])[H],0.22341881,0.2871219,0.00283666,0.06624759,0.21616564,0.25610951,0.00414324,0.00549347,0.21616564,0.25610951,0.00414324,0.00549347,0.21652335,0.28242959,0.0027,0.0077
[H]C(=O)C([H])([H])C([H])([H])C([H])(C([H])=O)C([H])([H])[H],0.1604961,0.16257422,0.00068319,0.00009911,0.15406158,0.15694174,0.00108243,0.00008819,0.15406158,0.15694174,0.00108243,0.00008819,0.15535042,0.15720259,0.0004,0.0001
[H]C#CC([H])([H])OC(=N[H])C([H])([H])[H],0.25029344,0.25984595,0.00126996,0.00023622,0.23732912,0.24130722,0.00018643,0.00071243,0.23732912,0.24130722,0.00018643,0.00071243,0.23106873,0.24293142,0.0001,0.0007
[H]C([H])(C(=O)C#N)C1([H])C([H])([H])C1([H])[H],0.15185951,0.24216616,0.00203069,0.03283079,0.14243448,0.19920636,0.00223246,0.01285936,0.14243448,0.19920636,0.00223246,0.01285936,0.14664818,0.21837552,0.0017,0.012
[H]c1nc(C([H])([H])C#N)c([H])o1,0.24251928,0.27470486,0.10526454,0.04373881,0.23999927,0.24189214,0.10265009,0.00313013,0.23999927,0.24189214,0.10265009,0.00313013,0.23444232,0.2463491,0.1151,0.0034
[H]C1([H])C([H])([H])C1([H])C#CC1([H])C([H])([H])C1([H])[H],0.24728315,0.25597863,-0.00000012,0.00508023,0.22434643,0.23307655,0.00008405,0.00377066,0.22434643,0.23307655,0.00008405,0.00377066,0.22398714,0.2316604,0.0001,0.0028
[H]c1nn2c(c1[H])C([H])(C([H])([H])[H])C2([H])[H],0.23770463,0.25898832,0.03868946,0.06347353,0.24710459,0.25575008,0.04101253,0.00997467,0.24710459,0.25575008,0.04101253,0.00997467,0.24429482,0.25112652,0.0616,0.0693
[H]N1C2([H])C3([H])N4C([H])([H])C([H])([H])C13C42[H],0.21380198,0.24132149,0.01292089,0.01091429,0.23380503,0.2585517,0.00408217,0.00664691,0.23380503,0.2585517,0.00408217,0.00664691,0.22649344,0.25099789,0.01,0.0123
[H]C1([H])OC([H])(C([H])([H])[H])OC([H])([H])C1=O,0.15271749,0.24941835,0.00039079,0.00606152,0.14728197,0.2246858,0.0004445,0.01068525,0.14728197,0.2246858,0.0004445,0.01068525,0.15108383,0.24648508,0.0004,0.013
[H]Oc1nc([H])c(C([H])([H])[H])nc1[H],0.170332,0.2369802,0.1048014,0.26902963,0.15744679,0.17964951,0.00459511,0.10922122,0.15744679,0.17964951,0.00459511,0.10922122,0.16327725,0.17609542,0.0045,0.1226
[H]C([H])([H])C([H])([H])C([H])(C#CC#N)C([H])([H])[H],0.21957281,0.22830075,0.00000039,0.00206558,0.18899743,0.19792282,0.00000219,0.00154251,0.18899743,0.19792282,0.00000219,0.00154251,0.18800587,0.19580408,0,0.0012
[H]OC1([H])C([H])(O[H])C2([H])N(C([H])([H])[H])C12[H],0.23646996,0.26023864,0.01350661,0.01539469,0.24312711,0.26867672,0.0062052,0.01552836,0.24312711,0.26867672,0.0062052,0.01552836,0.24163416,0.26596957,0.0096,0.0104
[H]c1nnoc1N(C([H])([H])[H])C([H])([H])[H],0.18875913,0.21889993,0.24428138,0.00987622,0.19582574,0.21882566,0.22663681,0.00998469,0.19582574,0.21882566,0.22663681,0.00998469,0.19295233,0.21887531,0.2316,0.0113
[H]OC1([H])C2([H])C3([H])C([H])([H])C3([H])C12[H],0.22856712,0.23544106,0.00832251,0.00179306,0.2364682,0.242833,0.00395508,0.00092055,0.2364682,0.242833,0.00395508,0.00092055,0.22946646,0.23573222,0.0059,0.0012
[H]N=C1OC([H])([H])C([H])(C#N)N1[H],0.25066457,0.26788155,0.02220253,0.06100006,0.23329874,0.24023134,0.04474017,0.00355664,0.23329874,0.24023134,0.04474017,0.00355664,0.24583094,0.25938041,0.028,0.0327
[H]OC([H])([H])C([H])(C([H])([H])[H])C1([H])OC1([H])[H],0.26767957,0.29347171,0.00088196,0.02586425,0.28028513,0.30481387,0.00049691,0.00123695,0.28028513,0.30481387,0.00049691,0.00123695,0.26480461,0.3007087,0.0003,0.0075
[H]C(=O)C12OC([H])([H])C1([H])OC2([H])[H],0.15004795,0.20403035,0.00011114,0.03575377,0.14490832,0.18565789,0.00008676,0.02097903,0.14490832,0.18565789,0.00008676,0.02097903,0.14671801,0.20586237,0.0001,0.0336
[H]C(=O)OC([H])(C#N)C([H])([H])[H],0.21566366,0.28899694,0.00135553,0.10487182,0.20956308,0.27371161,0.00155772,0.00109525,0.20956308,0.27371161,0.00155772,0.00109525,0.20779171,0.27176126,0.0013,0.0003
[H]C([H])([H])C12OC([H])([H])C([H])([H])C1([H])C2([H])[H],0.25033405,0.26724009,0.0068793,0.00899059,0.26268538,0.27546129,0.00569147,0.00560517,0.26268538,0.27546129,0.00569147,0.00560517,0.25885122,0.27410587,0.0068,0.0071
[H]N=C([H])Oc1nnn([H])c1[H],0.21367006,0.22531265,0.06897039,0.01066781,0.21127388,0.21568824,0.00983268,0.06229279,0.21127388,0.21568824,0.00983268,0.06229279,0.21662625,0.21743841,0.0098,0.0904
[H]C([H])([H])C1([H])N2C([H])([H])C([H])([H])OC1([H])C2([H])[H],0.23088357,0.24686586,0.0076621,0.00577939,0.24052489,0.25925036,0.008859,0.01200693,0.24052489,0.25925036,0.008859,0.01200693,0.2409102,0.25737758,0.006,0.0061
[H]C(=O)C1([H])C([H])=C([H])C([H])([H])C1([H])[H],0.16076548,0.24799583,0.00072336,0.12004535,0.15419288,0.2111592,0.00134129,0.03894958,0.15419288,0.2111592,0.00134129,0.03894958,0.15572527,0.22805529,0.0008,0.0889
[H]OC([H])([H])C1([H])C([H])=C([H])C(=O)N1[H],0.17642593,0.20366456,0.00025224,0.0854071,0.16766713,0.1990709,0.00014438,0.06092502,0.16766713,0.1990709,0.00014438,0.06092502,0.18026279,0.21063243,0.0002,0.0648
[H]OC12C(=O)OC1([H])C2([H])C([H])([H])[H],0.21388701,0.22389243,0.00077095,0.00071891,0.20531601,0.21840898,0.00167755,0.00594317,0.20531601,0.21840898,0.00167755,0.00594317,0.20866634,0.22373724,0.001,0.0063
[H]N1C2([H])C(=O)C3([H])OC2([H])C13[H],0.14908121,0.20766485,0.00008344,0.00162259,0.14377251,0.19337801,0.00002448,0.00018851,0.14377251,0.19337801,0.00002448,0.00018851,0.14836805,0.20893829,0,0.0015
[H]OC([H])(C([H])([H])[H])C([H])([H])C(F)(F)F,0.27571506,0.32968692,0.01080474,0.00524315,0.28478937,0.32931445,0.00387041,0.00466107,0.28478937,0.32931445,0.00387041,0.00466107,0.27513485,0.32832215,0.0077,0.0044
[H]C1([H])C([H])([H])C2([H])C([H])([H])C3([H])C1([H])OC23[H],0.24545761,0.25639144,0.00165568,0.00497207,0.26751863,0.27411564,0.00130771,0.00566509,0.26751863,0.27411564,0.00130771,0.00566509,0.2589872,0.27234558,0.0007,0.0048
[H]C1([H])C([H])([H])C1([H])C1([H])C([H])([H])C1([H])[H],0.28594617,0.29500407,0.00462583,0,0.28549956,0.29689995,0.00033404,0,0.28549956,0.29689995,0.00033404,0,0.27982406,0.28967288,0.0022,0
[H]ON=C1C([H])([H])C2(C([H])([H])[H])OC12[H],0.22344485,0.23411498,0.00149111,0.06058168,0.21408839,0.22420433,0.00324511,0.03969206,0.21408839,0.22420433,0.00324511,0.03969206,0.22149553,0.23478409,0.0016,0.0933
[H]N1C2([H])C1([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C21[H],0.23477721,0.25618672,0.00529726,0.01643903,0.24738577,0.27342864,0.00413852,0.01607667,0.24738577,0.27342864,0.00413852,0.01607667,0.23691923,0.26298552,0.0042,0.0177
[H]c1nc(=O)n([H])c([H])c1C([H])([H])[H],0.15565825,0.15575785,0.00207249,0.07975782,0.15127312,0.16086842,0.00174136,0.06892036,0.15127312,0.16086842,0.00174136,0.06892036,0.15923483,0.16125604,0.0023,0.0779
[H]C(=O)C12C3([H])C4([H])C3([H])C1([H])C42[H],0.16418383,0.21577213,0.00016956,0.1957671,0.15698613,0.20932024,0.00007987,0.14036681,0.15698613,0.20932024,0.00007987,0.14036681,0.16026748,0.21552377,0.0002,0.1743
[H]OC([H])([H])C1([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],0.15949793,0.24243829,0.00027482,0.00486782,0.15706054,0.20024415,0.00034117,0.00345538,0.15706054,0.20024415,0.00034117,0.00345538,0.15804047,0.23260486,0.0002,0.0041
[H]C(=O)C([H])([H])C1([H])OC([H])([H])C1=O,0.15927409,0.16615672,0.00091995,0.00057746,0.15337453,0.15914067,0.00153166,0.00086944,0.15337453,0.15914067,0.00153166,0.00086944,0.15405317,0.16040713,0.0006,0.0003
[H]C([H])([H])OC1([H])C2([H])C3([H])C([H])([H])C3([H])C12[H],0.22974242,0.23509547,0.00426679,0.00205595,0.23705721,0.24378942,0.00325179,0.00110833,0.23705721,0.24378942,0.00325179,0.00110833,0.2316898,0.23643046,0.0029,0.0011
[H]OC1(C2([H])OC2([H])[H])C([H])([H])C1([H])[H],0.26910874,0.28866003,0.01490311,0.05035169,0.28198898,0.29648716,0.00172218,0.02925758,0.28198898,0.29648716,0.00172218,0.02925758,0.26815983,0.28779867,0.0035,0.044
[H]C#CC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H],0.19049282,0.22987303,0.00070055,0.22911549,0.17977084,0.22029677,0.00070984,0.02397607,0.17977084,0.22029677,0.00070984,0.02397607,0.18573477,0.21898923,0.0005,0.0014
[H]OC([H])([H])C12OC3([H])C([H])([H])C1([H])C32[H],0.25000546,0.25702013,0.00508154,0.00556991,0.2622473,0.27869692,0.00781751,0.00720857,0.2622473,0.27869692,0.00781751,0.00720857,0.25824118,0.27219123,0.0091,0.0062
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.16263258,0.28228761,0.00019786,0.03508525,0.15706771,0.28802652,0.00017143,0.00250783,0.15706771,0.28802652,0.00017143,0.00250783,0.15726506,0.29076066,0.0001,0.0109
[H]N([H])C(=O)C#CC([H])(C([H])([H])[H])C([H])([H])[H],0.19041011,0.23993288,0.00009536,0.00155101,0.1797533,0.21333045,0.00003439,0.00117576,0.1797533,0.21333045,0.00003439,0.00117576,0.18476091,0.21382227,0.0002,0.0007
[H]OC1(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],0.26520928,0.28560104,0.01007823,0.01250128,0.27398819,0.29061813,0.00414162,0.01019681,0.27398819,0.29061813,0.00414162,0.01019681,0.26574172,0.28592078,0.0054,0.0125
[H]N(C([H])([H])C#N)C([H])([H])C([H])([H])OC([H])([H])[H],0.24662528,0.27830745,0.00475284,0.03138774,0.23164784,0.25815521,0.0029625,0.02122635,0.23164784,0.25815521,0.0029625,0.02122635,0.24097268,0.275201,0.0026,0.0062
[H]C1([H])OC([H])([H])C(=O)C([H])([H])O1,0.1537813,0.25293027,0.000376,0.00655129,0.14809733,0.22474833,0.00042772,0.01132401,0.14809733,0.22474833,0.00042772,0.01132401,0.15175634,0.24673865,0.0004,0.0134
[H]C([H])([H])OC([H])([H])C([H])(C#N)C([H])([H])C([H])([H])[H],0.27373548,0.30463491,0.03251846,0.00130701,0.27323284,0.28289403,0.02075786,0.00218274,0.27323284,0.28289403,0.02075786,0.00218274,0.27650192,0.28101474,0.0265,0.0042
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=O,0.14112756,0.23240397,0.00043742,0.37254407,0.13418368,0.2185245,0.0001986,0.30201056,0.13418368,0.2185245,0.0001986,0.30201056,0.14216477,0.21937877,0.0003,0.3423
[H]C([H])([H])C1([H])OC([H])([H])C12C([H])([H])OC2([H])[H],0.24996866,0.2550419,0.00001309,0.00090444,0.26524578,0.26991146,0.00001116,0.00095258,0.26524578,0.26991146,0.00001116,0.00095258,0.25762012,0.26488546,0.0001,0.0009
[H]OC1([H])C([H])([H])OC12C([H])([H])C2([H])[H],0.24477149,0.25918104,0.01186864,0.00823429,0.25327348,0.26445156,0.01723219,0.00614315,0.25327348,0.26445156,0.01723219,0.00614315,0.25163366,0.26190142,0.0125,0.0038
[H]C([H])([H])C#CC12C([H])([H])OC1([H])C2([H])[H],0.23902879,0.24669844,0.03499338,0.02855079,0.21890688,0.23337689,0.00871101,0.02771414,0.21890688,0.23337689,0.00871101,0.02771414,0.21838287,0.23352359,0.0089,0.0209
[H]C(=O)C(=NC([H])([H])[H])N1C([H])([H])C1([H])[H],0.12104536,0.17562046,0.00048155,0.06942045,0.11155629,0.15813671,0.00022004,0.07619917,0.11155629,0.15813671,0.00022004,0.07619917,0.11757579,0.17059404,0.0003,0.0816
[H]c1nc(N([H])[H])nnc1C([H])([H])[H],0.11972187,0.15593448,0.00537361,0.05422393,0.1134456,0.15978526,0.00483831,0.04522918,0.1134456,0.15978526,0.00483831,0.04522918,0.12206288,0.16235852,0.005,0.0592
[H]c1oc(N([H])[H])c([H])c1C([H])([H])[H],0.20933128,0.22478628,0.01870053,0.20629174,0.21501087,0.22381969,0.11104175,0.08140333,0.21501087,0.22381969,0.11104175,0.08140333,0.20213966,0.21576631,0.0235,0.1787
[H]OC([H])([H])C1([H])OC([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.27431473,0.28864796,0.03431534,0.00220469,0.28503793,0.29893262,0.02100218,0.01163177,0.28503793,0.29893262,0.02100218,0.01163177,0.28231199,0.28947444,0.0166,0.0097
[H]C1=C(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],0.2605185,0.27049174,0.00656776,0.2869986,0.25842334,0.26352142,0.29749296,0.01343133,0.25842334,0.26352142,0.29749296,0.01343133,0.25264794,0.25272144,0.0895,0.194
[H]C1([H])C([H])([H])C1([H])C12C([H])([H])C([H])(C1([H])[H])C2([H])[H],0.30213246,0.31172913,0.00165256,0.00464147,0.31061217,0.31749791,0.0027012,0.00468091,0.31061217,0.31749791,0.0027012,0.00468091,0.29998474,0.31097279,0.002,0.0015
[H]c1c([H])c([H])c([H])c(=O)c([H])c1[H],0.15113283,0.17399603,0.07835496,0.11763863,0.12601823,0.13555283,0.00014222,0,0.12601823,0.13555283,0.00014222,0,0.14471149,0.1457515,0.0735,0
[H]C1=C([H])C([H])([H])OC([H])([H])C([H])([H])OC1([H])[H],0.2083244,0.23900429,0.009604,0.02821917,0.19433045,0.22672511,0.00536979,0.01141324,0.19433045,0.22672511,0.00536979,0.01141324,0.21242948,0.24432054,0.0069,0.0479
[H]C1([H])C(=O)C(=O)C([H])([H])C1([H])[H],0.09525558,0.16584226,0.00010043,0.00003906,0.08801575,0.15972797,0.00006233,0.00005395,0.08801575,0.15972797,0.00006233,0.00005395,0.09343148,0.16268559,0.0001,0.0001
[H]C1([H])C2([H])C([H])([H])C3([H])C4([H])C1([H])C2([H])C34[H],0.26896345,0.27057997,0.00829471,0.0052697,0.27804576,0.29375307,0.00328267,0.00767759,0.27804576,0.29375307,0.00328267,0.00767759,0.27277187,0.27653132,0.0051,0.0066
[H]N=c1onc([H])c([H])c1C([H])([H])[H],0.16247067,0.16938104,0.06953233,0.00071669,0.15461014,0.15974568,0.07229856,0.00038814,0.15461014,0.15974568,0.07229856,0.00038814,0.16090325,0.17507746,0.0998,0.0008
[H]c1c(N([H])[H])c(C([H])([H])[H])n([H])c1[H],0.20474837,0.21358918,0.01975141,0.01331941,0.21267834,0.21791733,0.094289,0.03014344,0.21267834,0.21791733,0.094289,0.03014344,0.20019562,0.20986805,0.021,0.0108
[H]C#CC([H])([H])OC([H])=O,0.21611201,0.2595303,0.00145043,0.00014789,0.20963298,0.23598039,0.00177635,0.00029879,0.20963298,0.23598039,0.00177635,0.00029879,0.20827313,0.23012795,0.0014,0.0002
[H]C(=O)n1nc([H])c([H])c1N([H])[H],0.18162835,0.1933712,0.01024591,0.07432159,0.17075892,0.17844433,0.03464319,0.01596252,0.17075892,0.17844433,0.03464319,0.01596252,0.17634531,0.18350408,0.022,0.0437
[H]C([H])([H])C#CC1([H])N2C([H])([H])C1([H])C2([H])[H],0.23182957,0.25176138,0.03456649,0.00271883,0.22319858,0.23246911,0.03308989,0.01380189,0.22319858,0.23246911,0.03308989,0.01380189,0.226001,0.23495314,0.0113,0.0418
[H]OC12C([H])([H])C3([H])C([H])([H])C1([H])OC32[H],0.2488053,0.26536439,0.00360955,0.00959638,0.27018944,0.28546164,0.00155326,0.00774013,0.27018944,0.28546164,0.00155326,0.00774013,0.25742902,0.27354728,0.0027,0.0099
[H]c1noc([H])c1C([H])([H])C#N,0.23878147,0.24747258,0.06216379,0.00693703,0.23688186,0.24269066,0.00892255,0.07993381,0.23688186,0.24269066,0.00892255,0.07993381,0.23578735,0.24162681,0.0885,0.0066
[H]C#CC1([H])OC([H])([H])C([H])([H])C1([H])O[H],0.26068452,0.26372059,0.00195838,0.00625965,0.23910387,0.24744594,0.00134925,0.00781082,0.23910387,0.24744594,0.00134925,0.00781082,0.23525816,0.2479771,0.0003,0.0031
[H]OC1([H])C([H])=C(C([H])([H])[H])C([H])([H])OC1([H])[H],0.23040238,0.25964696,0.02556719,0.18720522,0.21815789,0.2484197,0.02079384,0.21032445,0.21815789,0.2484197,0.02079384,0.21032445,0.23275553,0.25004241,0.0601,0.2517
[H]C1([H])C2([H])N3C1([H])C3([H])C2([H])C#N,0.25932021,0.27453754,0.00589559,0.00406154,0.25277343,0.27291981,0.00139773,0.00127154,0.25277343,0.27291981,0.00139773,0.00127154,0.26584829,0.27233088,0.0051,0.0017
[H]C#Cc1c(N([H])[H])nn([H])c1[H],0.19774936,0.22796149,0.12541431,0.06533605,0.19030023,0.20878896,0.12474151,0.0000897,0.19030023,0.20878896,0.12474151,0.0000897,0.19846106,0.20863695,0.1891,0.0004
[H]c1nc(N([H])[H])c(OC([H])([H])[H])n1[H],0.2117916,0.21413509,0.09298846,0.05517301,0.21370061,0.22787549,0.14099972,0.00495583,0.21370061,0.22787549,0.14099972,0.00495583,0.20893829,0.21382227,0.0249,0.1373
[H]C(=O)C1([H])C2([H])C3([H])N([H])C3([H])C12[H],0.17013407,0.22527833,0.00030426,0.04705541,0.16557567,0.22005459,0.00021147,0.06869047,0.16557567,0.22005459,0.00021147,0.06869047,0.16648547,0.22703366,0.0002,0.0523
[H]ON=C(C([H])([H])[H])C1([H])C([H])([H])OC1([H])[H],0.23245297,0.25336649,0.0025902,0.22577428,0.22029666,0.23103675,0.00136594,0.00078149,0.22029666,0.23103675,0.00136594,0.00078149,0.22845218,0.25400766,0.0017,0.2151
[H]C#Cc1nnn(C([H])([H])[H])n1,0.22747141,0.23985028,0.15373313,0.1984485,0.20697046,0.21426894,0.00150783,0.21957987,0.20697046,0.21426894,0.00150783,0.21957987,0.21373775,0.21484391,0.0003,0.2398
[H]OC1(C([H])([H])[H])C2([H])N(C([H])([H])[H])C1([H])C2([H])[H],0.22901743,0.23633786,0.02731188,0.04589801,0.24040523,0.2518227,0.02789303,0.02749139,0.24040523,0.2518227,0.02789303,0.02749139,0.24040674,0.24722741,0.0151,0.0303
[H]C([H])([H])N1C([H])([H])C(=O)C1([H])C([H])([H])[H],0.16497892,0.19116548,0.00009184,0.00116994,0.15944496,0.17369873,0.00012427,0.00027098,0.15944496,0.17369873,0.00012427,0.00027098,0.15994409,0.19237904,0.0001,0.0003
[H]N([H])C(=O)C([H])(C#CC([H])([H])[H])C([H])([H])[H],0.2152818,0.25913252,0.000373,0.01218352,0.21279906,0.24147128,0.0009472,0.00032325,0.21279906,0.24147128,0.0009472,0.00032325,0.2124258,0.24005027,0.0004,0.0007
[H]C([H])([H])C1(C([H])([H])C2([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],0.2952573,0.30431854,0.03050545,0.02630968,0.30012697,0.30760537,0.02148805,0.01101356,0.30012697,0.30760537,0.02148805,0.01101356,0.29335516,0.30105782,0.0269,0.0153
[H]C1([H])OC(=O)C(=O)C([H])([H])O1,0.12721992,0.17747129,0.00001021,0.00100758,0.11894814,0.16703846,0.00002168,0.00097419,0.11894814,0.16703846,0.00002168,0.00097419,0.12361003,0.17381328,0,0.0005
[H]N(C(=O)C([H])([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.21685748,0.25846226,0.00033405,0.01137634,0.21367663,0.27021629,0.00068654,0.05343578,0.21367663,0.27021629,0.00068654,0.05343578,0.21456829,0.26186099,0.0003,0.0067
[H]C(=O)N([H])c1nn([H])c([H])c1[H],0.20856915,0.22187116,0.00109077,0.23394527,0.20233556,0.22149757,0.0011307,0.2581936,0.20233556,0.22149757,0.0011307,0.2581936,0.20305472,0.22255391,0.0012,0.2996
[H]N=C1OC(=O)C([H])([H])OC1([H])[H],0.2082062,0.23933753,0.00195833,0.00801479,0.19819998,0.22284727,0.00247217,0.00543528,0.19819998,0.22284727,0.00247217,0.00543528,0.20317967,0.2316163,0.0018,0.0063
[H]C(=O)C([H])(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.16062286,0.27457925,0.00025068,0.05391806,0.15505067,0.27327365,0.00024744,0.02350662,0.15505067,0.27327365,0.00024744,0.02350662,0.15600824,0.28459413,0.0002,0.0339
[H]C1([H])OC2([H])C3([H])N(C1([H])[H])C([H])([H])C23[H],0.22390729,0.23590694,0.00121421,0.00209067,0.23749784,0.25338223,0.00104381,0.00798812,0.23749784,0.25338223,0.00104381,0.00798812,0.2326563,0.2463638,0.0011,0.0034
[H]Oc1nc([H])c2n1C([H])([H])C2([H])[H],0.22313419,0.23719286,0.00003706,0.0010051,0.23627196,0.24390762,0.00017216,0.00020758,0.23627196,0.24390762,0.00017216,0.00020758,0.22060253,0.23438352,0,0.0008
[H]C([H])([H])C1([H])OC12C([H])([H])C1([H])C([H])([H])C12[H],0.28601047,0.28759095,0.01911973,0.00812678,0.28975349,0.29931383,0.01051914,0.01320847,0.28975349,0.29931383,0.01051914,0.01320847,0.28811471,0.29898149,0.009,0.0201
[H]C(=O)C12OC([H])([H])C([H])(C1([H])[H])C2([H])[H],0.15456251,0.21252087,0.00008035,0.02380212,0.14975412,0.1900377,0.00004571,0.02290044,0.14975412,0.1900377,0.00004571,0.02290044,0.15056199,0.20934253,0.0001,0.0276
[H]c1c([H])c(N([H])C([H])([H])[H])n(C([H])([H])[H])c1[H],0.21747819,0.22972223,0.0559702,0.07949254,0.2180655,0.23178605,0.12956021,0.03869635,0.2180655,0.23178605,0.12956021,0.03869635,0.21210608,0.22523662,0.0919,0.0909
[H]C([H])([H])C12C([H])([H])C1([H])C1([H])C([H])([H])C2([H])C1([H])[H],0.27404305,0.28575918,0.00512116,0.02129049,0.28536438,0.30677315,0.00287009,0.01284236,0.28536438,0.30677315,0.00287009,0.01284236,0.27687309,0.29140745,0.0038,0.0188
[H]C1([H])OC2([H])OC3([H])C1([H])C3([H])C2([H])[H],0.25398214,0.27411778,0.00468357,0.00234896,0.26395674,0.28315095,0.00622405,0.00648884,0.26395674,0.28315095,0.00622405,0.00648884,0.26313619,0.27960357,0.0056,0.0047
[H]N=C1OC([H])(C([H])([H])[H])C(C([H])([H])[H])=C1[H],0.21602203,0.21877881,0.00425775,0.26820882,0.19965819,0.21100034,0.00169001,0.26735166,0.19965819,0.21100034,0.00169001,0.26735166,0.21584349,0.21952577,0.0014,0.4083
[H]OC([H])(C#N)C([H])([H])OC([H])([H])C([H])([H])[H],0.27684206,0.27980836,0.00844459,0.02792855,0.2578316,0.2673446,0.00374495,0.00335194,0.2578316,0.2673446,0.00374495,0.00335194,0.26741014,0.27713401,0.0027,0.0032
[H]C([H])([H])OC1([H])C([H])([H])C([H])([H])C2([H])OC12[H],0.2708334,0.28586251,0.01629358,0.02453443,0.28026411,0.29750406,0.02094514,0.00238354,0.28026411,0.29750406,0.02094514,0.00238354,0.27807112,0.29768424,0.023,0.0005
[H]C1([H])OC2([H])C(=O)OC1([H])C2([H])[H],0.20533949,0.26687648,0.00365099,0.00440692,0.19789321,0.25377952,0.00367664,0.00429025,0.19789321,0.25377952,0.00367664,0.00429025,0.20070644,0.26551755,0.0022,0.0038
[H]C([H])([H])n1nnc(=O)nn1,0.10466739,0.11716987,0.00391899,0.00059547,0.09825353,0.11071233,0.00300172,0.00023766,0.09825353,0.11071233,0.00300172,0.00023766,0.10774167,0.12026217,0.0035,0.0001
[H]C1=C2N(C(=O)C1([H])[H])C([H])([H])C2([H])[H],0.19261917,0.19924189,0.13259671,0.00123009,0.19386859,0.19477846,0.00142808,0.09190102,0.19386859,0.19477846,0.00142808,0.09190102,0.19467955,0.19970686,0.1047,0.0011
[H]C([H])([H])C12C([H])([H])C3([H])OC1([H])C32[H],0.24201384,0.25948606,0.00118551,0.00975083,0.26083107,0.27833955,0.00199622,0.01318959,0.26083107,0.27833955,0.00199622,0.01318959,0.25355565,0.27416099,0.0017,0.0162
[H]OC1([H])C([H])([H])C1([H])C([H])([H])C([H])=O,0.16238656,0.27204296,0.00021874,0.00561145,0.15681891,0.23172916,0.0003109,0.00081969,0.15681891,0.23172916,0.0003109,0.00081969,0.15708499,0.26292672,0.0001,0.0011
[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],0.21822471,0.25266922,0.00062352,0.00588718,0.21434992,0.26425458,0.00090012,0.01864709,0.21434992,0.26425458,0.00090012,0.01864709,0.2153878,0.25367324,0.0006,0.0078
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.26925731,0.28470353,0.09066325,0.20637279,0.26426423,0.27730418,0.17382498,0.13453805,0.26426423,0.27730418,0.17382498,0.13453805,0.25538944,0.26815615,0.1468,0.1393
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],0.26606723,0.26607584,0,0.00088894,0.27819878,0.27861605,0.0010745,0.00137971,0.27819878,0.27861605,0.0010745,0.00137971,0.26272828,0.26275033,0,0.0002
[H]C(=O)C#CC1(C([H])([H])[H])N([H])C1([H])[H],0.14805738,0.20666275,0.0002237,0.00163558,0.1387326,0.17630612,0.00018948,0.00453933,0.1387326,0.17630612,0.00018948,0.00453933,0.144197,0.17822688,0.0003,0.0002
[H]C(=O)C1([H])C([H])([H])C2([H])OC([H])([H])C21[H],0.16121001,0.23684108,0.00053447,0.01762226,0.15536933,0.20093283,0.00079028,0.00974201,0.15536933,0.20093283,0.00079028,0.00974201,0.15618831,0.23356769,0.0004,0.0122
[H]C(=O)C([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],0.16247749,0.25753312,0.00022313,0.00104365,0.15688283,0.21725462,0.00019635,0.00521499,0.15688283,0.21725462,0.00019635,0.00521499,0.15711072,0.26129873,0.0002,0.0032
[H]C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C1([H])OC1([H])[H],0.27339889,0.28668835,0.00142436,0.04091657,0.28466064,0.29687327,0.00236385,0.01734628,0.28466064,0.29687327,0.00236385,0.01734628,0.28377094,0.29878672,0.0017,0.0027
[H]OC([H])([H])C([H])([H])C1([H])OC([H])=NC1([H])[H],0.24809477,0.25701962,0.00746652,0.11622352,0.23987443,0.25966027,0.00794206,0.11257508,0.23987443,0.25966027,0.00794206,0.11257508,0.23997677,0.25548131,0.006,0.1098
[H]OC1([H])C([H])(O[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.24515336,0.27198783,0.00685844,0.00612375,0.25088298,0.27732418,0.00680047,0.0025023,0.25088298,0.27732418,0.00680047,0.0025023,0.24616536,0.27276452,0.0058,0.0038
